State,Year,Quarter,District,RegisteredUser,AppOpens
Madhya Pradesh,2019,Q1 (Jan - Mar),rajgarh district,106743,0
Madhya Pradesh,2019,Q1 (Jan - Mar),khargone district,109408,0
Madhya Pradesh,2019,Q1 (Jan - Mar),satna district,160954,0
Madhya Pradesh,2019,Q1 (Jan - Mar),narsinghpur district,95833,0
Madhya Pradesh,2019,Q1 (Jan - Mar),jabalpur district,295042,0
Madhya Pradesh,2019,Q1 (Jan - Mar),hoshangabad district,123858,0
Madhya Pradesh,2019,Q1 (Jan - Mar),vidisha district,112602,0
Madhya Pradesh,2019,Q1 (Jan - Mar),balaghat district,108073,0
Madhya Pradesh,2019,Q1 (Jan - Mar),singrauli district,107427,0
Madhya Pradesh,2019,Q1 (Jan - Mar),betul district,122961,0
Madhya Pradesh,2019,Q1 (Jan - Mar),sidhi district,55922,0
Madhya Pradesh,2019,Q1 (Jan - Mar),datia district,46221,0
Madhya Pradesh,2019,Q1 (Jan - Mar),dewas district,155786,0
Madhya Pradesh,2019,Q1 (Jan - Mar),sheopur district,27456,0
Madhya Pradesh,2019,Q1 (Jan - Mar),neemuch district,72918,0
Madhya Pradesh,2019,Q1 (Jan - Mar),raisen district,117214,0
Madhya Pradesh,2019,Q1 (Jan - Mar),mandsaur district,112086,0
Madhya Pradesh,2019,Q1 (Jan - Mar),barwani district,46138,0
Madhya Pradesh,2019,Q1 (Jan - Mar),katni district,79580,0
Madhya Pradesh,2019,Q1 (Jan - Mar),dindori district,22197,0
Madhya Pradesh,2019,Q1 (Jan - Mar),shivpuri district,73259,0
Madhya Pradesh,2019,Q1 (Jan - Mar),gwalior district,331504,0
Madhya Pradesh,2019,Q1 (Jan - Mar),anuppur district,49988,0
Madhya Pradesh,2019,Q1 (Jan - Mar),agar malwa district,33425,0
Madhya Pradesh,2019,Q1 (Jan - Mar),ashoknagar district,44386,0
Madhya Pradesh,2019,Q1 (Jan - Mar),sagar district,194467,0
Madhya Pradesh,2019,Q1 (Jan - Mar),niwari district,19076,0
Madhya Pradesh,2019,Q1 (Jan - Mar),rewa district,188803,0
Madhya Pradesh,2019,Q1 (Jan - Mar),shajapur district,76924,0
Madhya Pradesh,2019,Q1 (Jan - Mar),ujjain district,214818,0
Madhya Pradesh,2019,Q1 (Jan - Mar),bhind district,94313,0
Madhya Pradesh,2019,Q1 (Jan - Mar),tikamgarh district,44716,0
Madhya Pradesh,2019,Q1 (Jan - Mar),seoni district,82398,0
Madhya Pradesh,2019,Q1 (Jan - Mar),harda district,43995,0
Madhya Pradesh,2019,Q1 (Jan - Mar),burhanpur district,42152,0
Madhya Pradesh,2019,Q1 (Jan - Mar),damoh district,62435,0
Madhya Pradesh,2019,Q1 (Jan - Mar),bhopal district,670417,0
Madhya Pradesh,2019,Q1 (Jan - Mar),jhabua district,29064,0
Madhya Pradesh,2019,Q1 (Jan - Mar),dhar district,166663,0
Madhya Pradesh,2019,Q1 (Jan - Mar),guna district,98816,0
Madhya Pradesh,2019,Q1 (Jan - Mar),east nimar district,75806,0
Madhya Pradesh,2019,Q1 (Jan - Mar),chhindwara district,168633,0
Madhya Pradesh,2019,Q1 (Jan - Mar),umaria district,31962,0
Madhya Pradesh,2019,Q1 (Jan - Mar),mandla district,44325,0
Madhya Pradesh,2019,Q1 (Jan - Mar),indore district,844465,0
Madhya Pradesh,2019,Q1 (Jan - Mar),shahdol district,71433,0
Madhya Pradesh,2019,Q1 (Jan - Mar),ratlam district,127023,0
Madhya Pradesh,2019,Q1 (Jan - Mar),panna district,38426,0
Madhya Pradesh,2019,Q1 (Jan - Mar),chhatarpur district,95345,0
Madhya Pradesh,2019,Q2 (Apr - Jun),morena district,130988,777753
Madhya Pradesh,2019,Q2 (Apr - Jun),alirajpur district,15642,75803
Madhya Pradesh,2019,Q2 (Apr - Jun),sehore district,168843,1607496
Madhya Pradesh,2019,Q2 (Apr - Jun),rajgarh district,122223,914718
Madhya Pradesh,2019,Q2 (Apr - Jun),khargone district,126108,754539
Madhya Pradesh,2019,Q2 (Apr - Jun),satna district,182176,1103731
Madhya Pradesh,2019,Q2 (Apr - Jun),narsinghpur district,108271,651430
Madhya Pradesh,2019,Q2 (Apr - Jun),jabalpur district,336963,1955565
Madhya Pradesh,2019,Q2 (Apr - Jun),hoshangabad district,139812,794980
Madhya Pradesh,2019,Q2 (Apr - Jun),vidisha district,127894,871790
Madhya Pradesh,2019,Q2 (Apr - Jun),balaghat district,124374,842881
Madhya Pradesh,2019,Q2 (Apr - Jun),singrauli district,118756,944546
Madhya Pradesh,2019,Q2 (Apr - Jun),betul district,139098,864376
Madhya Pradesh,2019,Q2 (Apr - Jun),sidhi district,63838,424569
Madhya Pradesh,2019,Q2 (Apr - Jun),datia district,51973,290545
Madhya Pradesh,2019,Q2 (Apr - Jun),dewas district,177137,1331142
Madhya Pradesh,2019,Q2 (Apr - Jun),sheopur district,31903,184994
Madhya Pradesh,2019,Q2 (Apr - Jun),neemuch district,83550,500354
Madhya Pradesh,2019,Q2 (Apr - Jun),raisen district,132559,971165
Madhya Pradesh,2019,Q2 (Apr - Jun),mandsaur district,128631,773359
Madhya Pradesh,2019,Q2 (Apr - Jun),barwani district,54556,277619
Madhya Pradesh,2019,Q2 (Apr - Jun),katni district,92245,527269
Madhya Pradesh,2019,Q2 (Apr - Jun),dindori district,26511,200672
Madhya Pradesh,2019,Q2 (Apr - Jun),shivpuri district,86583,501054
Madhya Pradesh,2019,Q2 (Apr - Jun),gwalior district,373367,2306557
Madhya Pradesh,2019,Q2 (Apr - Jun),anuppur district,56658,377803
Madhya Pradesh,2019,Q2 (Apr - Jun),agar malwa district,38600,292056
Madhya Pradesh,2019,Q2 (Apr - Jun),ashoknagar district,50062,279455
Madhya Pradesh,2019,Q2 (Apr - Jun),sagar district,219328,1334316
Madhya Pradesh,2019,Q2 (Apr - Jun),niwari district,22172,132750
Madhya Pradesh,2019,Q2 (Apr - Jun),rewa district,211420,1287270
Madhya Pradesh,2019,Q2 (Apr - Jun),shajapur district,87512,629192
Madhya Pradesh,2019,Q2 (Apr - Jun),ujjain district,247033,1607376
Madhya Pradesh,2019,Q2 (Apr - Jun),bhind district,109406,631202
Madhya Pradesh,2019,Q2 (Apr - Jun),tikamgarh district,51785,327273
Madhya Pradesh,2019,Q2 (Apr - Jun),seoni district,95004,627785
Madhya Pradesh,2019,Q2 (Apr - Jun),harda district,49716,277928
Madhya Pradesh,2019,Q2 (Apr - Jun),burhanpur district,47659,216546
Madhya Pradesh,2019,Q2 (Apr - Jun),damoh district,70868,405290
Madhya Pradesh,2019,Q2 (Apr - Jun),bhopal district,756839,7697255
Madhya Pradesh,2019,Q2 (Apr - Jun),jhabua district,34299,183947
Madhya Pradesh,2019,Q2 (Apr - Jun),dhar district,190659,1306926
Madhya Pradesh,2019,Q2 (Apr - Jun),guna district,112899,675382
Madhya Pradesh,2019,Q2 (Apr - Jun),east nimar district,87794,538741
Madhya Pradesh,2019,Q2 (Apr - Jun),chhindwara district,192226,1236564
Madhya Pradesh,2019,Q2 (Apr - Jun),umaria district,36814,252403
Madhya Pradesh,2019,Q2 (Apr - Jun),mandla district,52317,300514
Madhya Pradesh,2019,Q2 (Apr - Jun),indore district,955207,7253934
Madhya Pradesh,2019,Q2 (Apr - Jun),shahdol district,80859,533248
Madhya Pradesh,2019,Q2 (Apr - Jun),ratlam district,144931,880438
Madhya Pradesh,2019,Q2 (Apr - Jun),panna district,44821,285489
Madhya Pradesh,2019,Q2 (Apr - Jun),chhatarpur district,110283,622161
Madhya Pradesh,2019,Q3 (Jul - Sep),morena district,148083,2558044
Madhya Pradesh,2019,Q3 (Jul - Sep),alirajpur district,18270,257443
Madhya Pradesh,2019,Q3 (Jul - Sep),sehore district,187387,6080342
Madhya Pradesh,2019,Q3 (Jul - Sep),rajgarh district,136848,3338233
Madhya Pradesh,2019,Q3 (Jul - Sep),khargone district,141346,2690866
Madhya Pradesh,2019,Q3 (Jul - Sep),satna district,203019,3664411
Madhya Pradesh,2019,Q3 (Jul - Sep),narsinghpur district,120875,2274938
Madhya Pradesh,2019,Q3 (Jul - Sep),jabalpur district,380209,7606084
Madhya Pradesh,2019,Q3 (Jul - Sep),hoshangabad district,155059,2757837
Madhya Pradesh,2019,Q3 (Jul - Sep),vidisha district,144856,3295731
Madhya Pradesh,2019,Q3 (Jul - Sep),balaghat district,140473,2940988
Madhya Pradesh,2019,Q3 (Jul - Sep),singrauli district,128398,3202868
Madhya Pradesh,2019,Q3 (Jul - Sep),betul district,154313,2992371
Madhya Pradesh,2019,Q3 (Jul - Sep),sidhi district,70641,1355033
Madhya Pradesh,2019,Q3 (Jul - Sep),datia district,57230,935190
Madhya Pradesh,2019,Q3 (Jul - Sep),dewas district,198483,5008074
Madhya Pradesh,2019,Q3 (Jul - Sep),sheopur district,35602,615351
Madhya Pradesh,2019,Q3 (Jul - Sep),neemuch district,93754,1784172
Madhya Pradesh,2019,Q3 (Jul - Sep),raisen district,146998,3523241
Madhya Pradesh,2019,Q3 (Jul - Sep),mandsaur district,144312,2768886
Madhya Pradesh,2019,Q3 (Jul - Sep),barwani district,62370,1003282
Madhya Pradesh,2019,Q3 (Jul - Sep),katni district,103909,1770759
Madhya Pradesh,2019,Q3 (Jul - Sep),dindori district,29957,660281
Madhya Pradesh,2019,Q3 (Jul - Sep),shivpuri district,99753,1753937
Madhya Pradesh,2019,Q3 (Jul - Sep),gwalior district,417846,8875564
Madhya Pradesh,2019,Q3 (Jul - Sep),anuppur district,62143,1313916
Madhya Pradesh,2019,Q3 (Jul - Sep),agar malwa district,43676,1029333
Madhya Pradesh,2019,Q3 (Jul - Sep),ashoknagar district,55130,940189
Madhya Pradesh,2019,Q3 (Jul - Sep),sagar district,243729,4741797
Madhya Pradesh,2019,Q3 (Jul - Sep),niwari district,24850,431904
Madhya Pradesh,2019,Q3 (Jul - Sep),rewa district,232367,4200296
Madhya Pradesh,2019,Q3 (Jul - Sep),shajapur district,98393,2337301
Madhya Pradesh,2019,Q3 (Jul - Sep),ujjain district,280589,6334170
Madhya Pradesh,2019,Q3 (Jul - Sep),bhind district,123531,2077370
Madhya Pradesh,2019,Q3 (Jul - Sep),tikamgarh district,58461,1053442
Madhya Pradesh,2019,Q3 (Jul - Sep),seoni district,105476,2091333
Madhya Pradesh,2019,Q3 (Jul - Sep),harda district,54924,903997
Madhya Pradesh,2019,Q3 (Jul - Sep),burhanpur district,54323,843768
Madhya Pradesh,2019,Q3 (Jul - Sep),damoh district,78642,1332506
Madhya Pradesh,2019,Q3 (Jul - Sep),bhopal district,846170,34013069
Madhya Pradesh,2019,Q3 (Jul - Sep),jhabua district,39668,646506
Madhya Pradesh,2019,Q3 (Jul - Sep),dhar district,214712,4674725
Madhya Pradesh,2019,Q3 (Jul - Sep),guna district,129027,2417458
Madhya Pradesh,2019,Q3 (Jul - Sep),east nimar district,98963,1908947
Madhya Pradesh,2019,Q3 (Jul - Sep),chhindwara district,214945,4290764
Madhya Pradesh,2019,Q3 (Jul - Sep),umaria district,40677,837857
Madhya Pradesh,2019,Q3 (Jul - Sep),mandla district,59617,1003980
Madhya Pradesh,2019,Q3 (Jul - Sep),indore district,1071598,30899773
Madhya Pradesh,2019,Q3 (Jul - Sep),shahdol district,89794,1918937
Madhya Pradesh,2019,Q3 (Jul - Sep),ratlam district,163826,3484646
Madhya Pradesh,2019,Q3 (Jul - Sep),panna district,49989,873018
Madhya Pradesh,2019,Q3 (Jul - Sep),chhatarpur district,125453,2038452
Madhya Pradesh,2019,Q4 (Oct - Dec),morena district,167329,3159169
Madhya Pradesh,2019,Q4 (Oct - Dec),alirajpur district,21450,346159
Madhya Pradesh,2019,Q4 (Oct - Dec),sehore district,208256,7562268
Madhya Pradesh,2019,Q4 (Oct - Dec),rajgarh district,154830,4313460
Madhya Pradesh,2019,Q4 (Oct - Dec),khargone district,160372,3603726
Madhya Pradesh,2019,Q4 (Oct - Dec),satna district,228680,4817447
Madhya Pradesh,2019,Q4 (Oct - Dec),narsinghpur district,134332,2841784
Madhya Pradesh,2019,Q4 (Oct - Dec),jabalpur district,422786,9017794
Madhya Pradesh,2019,Q4 (Oct - Dec),hoshangabad district,172206,3514682
Madhya Pradesh,2019,Q4 (Oct - Dec),vidisha district,165400,4073865
Madhya Pradesh,2019,Q4 (Oct - Dec),balaghat district,159937,3834727
Madhya Pradesh,2019,Q4 (Oct - Dec),singrauli district,142034,4135327
Madhya Pradesh,2019,Q4 (Oct - Dec),betul district,173691,3951316
Madhya Pradesh,2019,Q4 (Oct - Dec),sidhi district,80459,1795727
Madhya Pradesh,2019,Q4 (Oct - Dec),datia district,64135,1183175
Madhya Pradesh,2019,Q4 (Oct - Dec),dewas district,221533,6060885
Madhya Pradesh,2019,Q4 (Oct - Dec),sheopur district,40736,796162
Madhya Pradesh,2019,Q4 (Oct - Dec),neemuch district,105842,2304046
Madhya Pradesh,2019,Q4 (Oct - Dec),raisen district,165108,4296565
Madhya Pradesh,2019,Q4 (Oct - Dec),mandsaur district,164446,3663257
Madhya Pradesh,2019,Q4 (Oct - Dec),barwani district,72187,1344420
Madhya Pradesh,2019,Q4 (Oct - Dec),katni district,117834,2270464
Madhya Pradesh,2019,Q4 (Oct - Dec),dindori district,34661,858945
Madhya Pradesh,2019,Q4 (Oct - Dec),shivpuri district,117138,2219390
Madhya Pradesh,2019,Q4 (Oct - Dec),gwalior district,461960,10738672
Madhya Pradesh,2019,Q4 (Oct - Dec),anuppur district,69666,1725717
Madhya Pradesh,2019,Q4 (Oct - Dec),agar malwa district,49638,1299939
Madhya Pradesh,2019,Q4 (Oct - Dec),ashoknagar district,61984,1197370
Madhya Pradesh,2019,Q4 (Oct - Dec),sagar district,272650,5872759
Madhya Pradesh,2019,Q4 (Oct - Dec),niwari district,27993,521308
Madhya Pradesh,2019,Q4 (Oct - Dec),rewa district,260351,5452304
Madhya Pradesh,2019,Q4 (Oct - Dec),shajapur district,111387,2954931
Madhya Pradesh,2019,Q4 (Oct - Dec),ujjain district,314250,7706483
Madhya Pradesh,2019,Q4 (Oct - Dec),bhind district,140487,2609386
Madhya Pradesh,2019,Q4 (Oct - Dec),tikamgarh district,67015,1322633
Madhya Pradesh,2019,Q4 (Oct - Dec),seoni district,119177,2659804
Madhya Pradesh,2019,Q4 (Oct - Dec),harda district,61192,1185372
Madhya Pradesh,2019,Q4 (Oct - Dec),burhanpur district,62012,1107161
Madhya Pradesh,2019,Q4 (Oct - Dec),damoh district,88723,1655595
Madhya Pradesh,2019,Q4 (Oct - Dec),bhopal district,926576,38780902
Madhya Pradesh,2019,Q4 (Oct - Dec),jhabua district,45768,814254
Madhya Pradesh,2019,Q4 (Oct - Dec),dhar district,242108,6002521
Madhya Pradesh,2019,Q4 (Oct - Dec),guna district,150709,3020481
Madhya Pradesh,2019,Q4 (Oct - Dec),east nimar district,111341,2391157
Madhya Pradesh,2019,Q4 (Oct - Dec),chhindwara district,240962,5506331
Madhya Pradesh,2019,Q4 (Oct - Dec),umaria district,45879,1095825
Madhya Pradesh,2019,Q4 (Oct - Dec),mandla district,68825,1314703
Madhya Pradesh,2019,Q4 (Oct - Dec),indore district,1181500,38446764
Madhya Pradesh,2019,Q4 (Oct - Dec),shahdol district,101136,2465517
Madhya Pradesh,2019,Q4 (Oct - Dec),ratlam district,183893,4312980
Madhya Pradesh,2019,Q4 (Oct - Dec),panna district,57005,1158269
Madhya Pradesh,2019,Q4 (Oct - Dec),chhatarpur district,145672,2561078
Madhya Pradesh,2020,Q1 (Jan - Mar),morena district,187857,3837024
Madhya Pradesh,2020,Q1 (Jan - Mar),alirajpur district,24827,436047
Madhya Pradesh,2020,Q1 (Jan - Mar),sehore district,228553,8068977
Madhya Pradesh,2020,Q1 (Jan - Mar),rajgarh district,174122,5166263
Madhya Pradesh,2020,Q1 (Jan - Mar),khargone district,180658,4246643
Madhya Pradesh,2020,Q1 (Jan - Mar),satna district,253988,5239450
Madhya Pradesh,2020,Q1 (Jan - Mar),narsinghpur district,148190,3256953
Madhya Pradesh,2020,Q1 (Jan - Mar),jabalpur district,462069,9450502
Madhya Pradesh,2020,Q1 (Jan - Mar),hoshangabad district,190416,4178981
Madhya Pradesh,2020,Q1 (Jan - Mar),vidisha district,184757,4522867
Madhya Pradesh,2020,Q1 (Jan - Mar),balaghat district,179810,4368141
Madhya Pradesh,2020,Q1 (Jan - Mar),singrauli district,156321,4752706
Madhya Pradesh,2020,Q1 (Jan - Mar),betul district,193348,4664926
Madhya Pradesh,2020,Q1 (Jan - Mar),sidhi district,90719,2159571
Madhya Pradesh,2020,Q1 (Jan - Mar),datia district,71709,1402036
Madhya Pradesh,2020,Q1 (Jan - Mar),dewas district,245317,6992853
Madhya Pradesh,2020,Q1 (Jan - Mar),sheopur district,46567,1000018
Madhya Pradesh,2020,Q1 (Jan - Mar),neemuch district,118143,2645531
Madhya Pradesh,2020,Q1 (Jan - Mar),raisen district,184402,4931736
Madhya Pradesh,2020,Q1 (Jan - Mar),mandsaur district,183327,4066701
Madhya Pradesh,2020,Q1 (Jan - Mar),barwani district,82596,1660658
Madhya Pradesh,2020,Q1 (Jan - Mar),katni district,131655,2671976
Madhya Pradesh,2020,Q1 (Jan - Mar),dindori district,39433,980434
Madhya Pradesh,2020,Q1 (Jan - Mar),shivpuri district,134692,2740289
Madhya Pradesh,2020,Q1 (Jan - Mar),gwalior district,506221,11772607
Madhya Pradesh,2020,Q1 (Jan - Mar),anuppur district,76969,1939706
Madhya Pradesh,2020,Q1 (Jan - Mar),agar malwa district,56419,1516404
Madhya Pradesh,2020,Q1 (Jan - Mar),ashoknagar district,69791,1489358
Madhya Pradesh,2020,Q1 (Jan - Mar),sagar district,299753,6458291
Madhya Pradesh,2020,Q1 (Jan - Mar),niwari district,31223,642589
Madhya Pradesh,2020,Q1 (Jan - Mar),rewa district,285832,6038116
Madhya Pradesh,2020,Q1 (Jan - Mar),shajapur district,124615,3445139
Madhya Pradesh,2020,Q1 (Jan - Mar),ujjain district,349476,8577572
Madhya Pradesh,2020,Q1 (Jan - Mar),bhind district,159089,3111987
Madhya Pradesh,2020,Q1 (Jan - Mar),tikamgarh district,75937,1623458
Madhya Pradesh,2020,Q1 (Jan - Mar),seoni district,133334,3134906
Madhya Pradesh,2020,Q1 (Jan - Mar),harda district,67392,1421699
Madhya Pradesh,2020,Q1 (Jan - Mar),burhanpur district,70827,1358449
Madhya Pradesh,2020,Q1 (Jan - Mar),damoh district,98583,1892344
Madhya Pradesh,2020,Q1 (Jan - Mar),bhopal district,1003288,38048310
Madhya Pradesh,2020,Q1 (Jan - Mar),jhabua district,52803,1026941
Madhya Pradesh,2020,Q1 (Jan - Mar),dhar district,270891,6924843
Madhya Pradesh,2020,Q1 (Jan - Mar),guna district,169946,3705575
Madhya Pradesh,2020,Q1 (Jan - Mar),east nimar district,125273,2916328
Madhya Pradesh,2020,Q1 (Jan - Mar),chhindwara district,268008,6375827
Madhya Pradesh,2020,Q1 (Jan - Mar),umaria district,51076,1230506
Madhya Pradesh,2020,Q1 (Jan - Mar),mandla district,77954,1599740
Madhya Pradesh,2020,Q1 (Jan - Mar),indore district,1287857,40721955
Madhya Pradesh,2020,Q1 (Jan - Mar),shahdol district,112022,2748773
Madhya Pradesh,2020,Q1 (Jan - Mar),ratlam district,204718,4810168
Madhya Pradesh,2020,Q1 (Jan - Mar),panna district,64176,1403113
Madhya Pradesh,2020,Q1 (Jan - Mar),chhatarpur district,164422,3076493
Madhya Pradesh,2020,Q2 (Apr - Jun),morena district,217318,5129896
Madhya Pradesh,2020,Q2 (Apr - Jun),alirajpur district,31422,729211
Madhya Pradesh,2020,Q2 (Apr - Jun),sehore district,251480,8117617
Madhya Pradesh,2020,Q2 (Apr - Jun),rajgarh district,198951,6020987
Madhya Pradesh,2020,Q2 (Apr - Jun),khargone district,210140,5461706
Madhya Pradesh,2020,Q2 (Apr - Jun),satna district,281414,5628403
Madhya Pradesh,2020,Q2 (Apr - Jun),narsinghpur district,166358,3793445
Madhya Pradesh,2020,Q2 (Apr - Jun),jabalpur district,507707,7997620
Madhya Pradesh,2020,Q2 (Apr - Jun),hoshangabad district,213924,4541381
Madhya Pradesh,2020,Q2 (Apr - Jun),vidisha district,207720,4961336
Madhya Pradesh,2020,Q2 (Apr - Jun),balaghat district,207076,5527300
Madhya Pradesh,2020,Q2 (Apr - Jun),singrauli district,171262,5115820
Madhya Pradesh,2020,Q2 (Apr - Jun),betul district,217297,5519756
Madhya Pradesh,2020,Q2 (Apr - Jun),sidhi district,102450,2564784
Madhya Pradesh,2020,Q2 (Apr - Jun),datia district,81212,1706107
Madhya Pradesh,2020,Q2 (Apr - Jun),dewas district,275957,7803477
Madhya Pradesh,2020,Q2 (Apr - Jun),sheopur district,54544,1380317
Madhya Pradesh,2020,Q2 (Apr - Jun),neemuch district,134827,2980796
Madhya Pradesh,2020,Q2 (Apr - Jun),raisen district,207040,5410647
Madhya Pradesh,2020,Q2 (Apr - Jun),mandsaur district,208900,4536235
Madhya Pradesh,2020,Q2 (Apr - Jun),barwani district,98117,2245925
Madhya Pradesh,2020,Q2 (Apr - Jun),katni district,148185,2934370
Madhya Pradesh,2020,Q2 (Apr - Jun),dindori district,45900,1159585
Madhya Pradesh,2020,Q2 (Apr - Jun),shivpuri district,156442,3406650
Madhya Pradesh,2020,Q2 (Apr - Jun),gwalior district,554377,10235469
Madhya Pradesh,2020,Q2 (Apr - Jun),anuppur district,85974,2186319
Madhya Pradesh,2020,Q2 (Apr - Jun),agar malwa district,66194,1869353
Madhya Pradesh,2020,Q2 (Apr - Jun),ashoknagar district,80288,1900830
Madhya Pradesh,2020,Q2 (Apr - Jun),sagar district,333878,6979197
Madhya Pradesh,2020,Q2 (Apr - Jun),niwari district,35711,789640
Madhya Pradesh,2020,Q2 (Apr - Jun),rewa district,313486,6612580
Madhya Pradesh,2020,Q2 (Apr - Jun),shajapur district,142935,4213047
Madhya Pradesh,2020,Q2 (Apr - Jun),ujjain district,395028,8399908
Madhya Pradesh,2020,Q2 (Apr - Jun),bhind district,183346,4266447
Madhya Pradesh,2020,Q2 (Apr - Jun),tikamgarh district,87535,2052740
Madhya Pradesh,2020,Q2 (Apr - Jun),seoni district,152359,3792749
Madhya Pradesh,2020,Q2 (Apr - Jun),harda district,76370,1841278
Madhya Pradesh,2020,Q2 (Apr - Jun),burhanpur district,82919,1807039
Madhya Pradesh,2020,Q2 (Apr - Jun),damoh district,112085,2305237
Madhya Pradesh,2020,Q2 (Apr - Jun),bhopal district,1080094,23833983
Madhya Pradesh,2020,Q2 (Apr - Jun),jhabua district,67708,1642394
Madhya Pradesh,2020,Q2 (Apr - Jun),dhar district,310389,7389446
Madhya Pradesh,2020,Q2 (Apr - Jun),guna district,192017,4184669
Madhya Pradesh,2020,Q2 (Apr - Jun),east nimar district,145921,3756177
Madhya Pradesh,2020,Q2 (Apr - Jun),chhindwara district,302791,7241928
Madhya Pradesh,2020,Q2 (Apr - Jun),umaria district,57495,1408949
Madhya Pradesh,2020,Q2 (Apr - Jun),mandla district,90576,1972364
Madhya Pradesh,2020,Q2 (Apr - Jun),indore district,1410157,24675945
Madhya Pradesh,2020,Q2 (Apr - Jun),shahdol district,125221,3026667
Madhya Pradesh,2020,Q2 (Apr - Jun),ratlam district,233307,5260077
Madhya Pradesh,2020,Q2 (Apr - Jun),panna district,73675,1835695
Madhya Pradesh,2020,Q2 (Apr - Jun),chhatarpur district,186944,3616546
Madhya Pradesh,2020,Q3 (Jul - Sep),morena district,243100,5515627
Madhya Pradesh,2020,Q3 (Jul - Sep),alirajpur district,36425,771655
Madhya Pradesh,2020,Q3 (Jul - Sep),sehore district,276075,9913991
Madhya Pradesh,2020,Q3 (Jul - Sep),rajgarh district,224388,7130757
Madhya Pradesh,2020,Q3 (Jul - Sep),khargone district,234694,6430041
Madhya Pradesh,2020,Q3 (Jul - Sep),satna district,311884,7299985
Madhya Pradesh,2020,Q3 (Jul - Sep),narsinghpur district,182823,4534535
Madhya Pradesh,2020,Q3 (Jul - Sep),jabalpur district,555235,10924773
Madhya Pradesh,2020,Q3 (Jul - Sep),hoshangabad district,235930,5467865
Madhya Pradesh,2020,Q3 (Jul - Sep),vidisha district,231156,5977596
Madhya Pradesh,2020,Q3 (Jul - Sep),balaghat district,232874,6555205
